1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,COCOH,COH,CO,Eads (Ry),Eads (eV)
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.7123354,-45.93024235,-44.85,0.06790695,0.924
4,11,5,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73790993,-45.94607362,-44.85,0.05816369,0.791
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,-90.68297064,-45.8975814,-44.85,0.06461076,0.879
4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,5,11,4,11,5,11,4,11,4,11,-90.71842312,-45.93239318,-44.85,0.06397006,0.870
4,11,4,11,5,11,4,11,5,11,5,11,4,11,5,11,5,11,4,11,5,11,5,11,4,11,-90.70239824,-45.95182135,-44.85,0.09942311,1.353
4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.7104618,-45.92711415,-44.85,0.06665235,0.907
4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,-90.71834976,-45.93559787,-44.85,0.06724811,0.915
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72880602,-45.93707479,-44.85,0.05826877,0.793
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,-90.69055294,-45.92501478,-44.85,0.08446184,1.149
5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,5,11,4,11,4,11,4,11,-90.71461678,-45.93174286,-44.85,0.06712608,0.913
4,11,4,11,5,11,4,11,4,11,4,11,5,11,5,11,4,11,5,11,4,11,4,11,5,11,-90.69362798,-45.92627384,-44.85,0.08264586,1.124
4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73921552,-45.94831493,-44.85,0.05909941,0.804
4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,-90.71469522,-45.93230213,-44.85,0.06760691,0.920
4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,-90.69421572,-45.92535906,-44.85,0.08114334,1.104
4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71443541,-45.93015236,-44.85,0.06571695,0.894
4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.7170362,-45.94028966,-44.85,0.07325346,0.997
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.70923574,-45.92926902,-44.85,0.07003328,0.953
4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,-90.71129307,-45.92963173,-44.85,0.06833866,0.930
5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71561508,-45.93174985,-44.85,0.06613477,0.900
4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.70987479,-45.92904457,-44.85,0.06916978,0.941
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.72979733,-45.93892826,-44.85,0.05913093,0.805
5,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,5,11,5,11,5,11,-90.66827264,-45.89381666,-44.85,0.07554402,1.028
5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,5,11,-90.67120602,-45.915161,-44.85,0.09395498,1.278
4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73315289,-45.94402441,-44.85,0.06087152,0.828
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,-90.69209989,-45.92266762,-44.85,0.08056773,1.096
5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.7155059,-45.93688318,-44.85,0.07137728,0.971
4,11,5,11,5,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.7229511,-45.93954681,-44.85,0.06659571,0.906
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.73310662,-45.94402925,-44.85,0.06092263,0.829
4,11,4,11,4,11,4,11,5,11,5,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71722536,-45.93520113,-44.85,0.06797577,0.925
4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71221702,-45.92849086,-44.85,0.06627384,0.902
4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.7338581,-45.94233683,-44.85,0.05847873,0.796
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,5,11,4,11,-90.67309827,-45.92097627,-44.85,0.097878,1.332
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,5,11,-90.69361604,-45.91382109,-44.85,0.07020505,0.955
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,-90.71683735,-45.93611375,-44.85,0.0692764,0.943
4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71374684,-45.93094447,-44.85,0.06719763,0.914
4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71530832,-45.93064014,-44.85,0.06533182,0.889
5,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,-90.73805275,-45.94744035,-44.85,0.0593876,0.808
4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73345369,-45.94402406,-44.85,0.06057037,0.824
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,5,11,-90.68427971,-45.89659783,-44.85,0.06231812,0.848
5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,-90.69594102,-45.91581853,-44.85,0.06987751,0.951
4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.73526129,-45.94341863,-44.85,0.05815734,0.791
4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73429239,-45.94467007,-44.85,0.06037768,0.821
5,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71311752,-45.93029802,-44.85,0.0671805,0.914
5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72963836,-45.9412818,-44.85,0.06164344,0.839
5,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.74065751,-45.94874979,-44.85,0.05809228,0.790
4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71822789,-45.93527612,-44.85,0.06704823,0.912
4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.71961982,-45.94498882,-44.85,0.075369,1.025
5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,-90.70129141,-45.93890862,-44.85,0.08761721,1.192
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,5,11,-90.69362549,-45.93254678,-44.85,0.08892129,1.210
5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71331362,-45.93141611,-44.85,0.06810249,0.927
4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73141709,-45.93868667,-44.85,0.05726958,0.779
4,11,5,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,-90.69194559,-45.90231802,-44.85,0.06037243,0.821
4,11,4,11,5,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73249785,-45.93969428,-44.85,0.05719643,0.778
4,11,5,11,5,11,5,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.74602223,-45.95506184,-44.85,0.05903961,0.803
4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.73141814,-45.93843832,-44.85,0.05702018,0.776
4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,5,11,4,11,4,11,4,11,-90.71454634,-45.93138149,-44.85,0.06683515,0.909
5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,-90.71414071,-45.93144488,-44.85,0.06730417,0.916
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.7109702,-45.92891504,-44.85,0.06794484,0.924
5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.7367007,-45.9465818,-44.85,0.0598811,0.815
4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.71807008,-45.93607676,-44.85,0.06800668,0.925
4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,-90.69432011,-45.92317422,-44.85,0.07885411,1.073
5,11,4,11,5,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.71453423,-45.94387389,-44.85,0.07933966,1.079
4,11,5,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73851047,-45.94686888,-44.85,0.05835841,0.794
4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.73860592,-45.94769864,-44.85,0.05909272,0.804
5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71410771,-45.93144498,-44.85,0.06733727,0.916
4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72964552,-45.93891942,-44.85,0.0592739,0.806
4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73143678,-45.9386595,-44.85,0.05722272,0.779
4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71603432,-45.93176361,-44.85,0.06572929,0.894
4,11,5,11,4,11,5,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,5,11,4,11,-90.72322257,-45.93920498,-44.85,0.06598241,0.898
4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.7120078,-45.93485396,-44.85,0.07284616,0.991
4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71280363,-45.93179157,-44.85,0.06898794,0.939
4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,5,11,4,11,5,11,4,11,-90.69586569,-45.93289117,-44.85,0.08702548,1.184
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,-90.69256501,-45.92013275,-44.85,0.07756774,1.055
5,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,5,11,5,11,5,11,4,11,-90.67503058,-45.9189396,-44.85,0.09390902,1.278
4,11,5,11,4,11,4,11,5,11,4,11,5,11,5,11,4,11,4,11,4,11,5,11,4,11,-90.72628608,-45.94524206,-44.85,0.06895598,0.938
4,11,5,11,5,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,5,11,5,11,4,11,-90.71003973,-45.95855457,-44.85,0.09851484,1.340
5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.7330451,-45.9436353,-44.85,0.0605902,0.824
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.73058107,-45.93866361,-44.85,0.05808254,0.790
5,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73177058,-45.94189823,-44.85,0.06012765,0.818
4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,-90.6954634,-45.92290441,-44.85,0.07744101,1.054
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,5,11,-90.7115182,-45.93453517,-44.85,0.07301697,0.993
4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71451518,-45.93206417,-44.85,0.06754899,0.919
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,5,11,4,11,-90.69232247,-45.92272955,-44.85,0.08040708,1.094
4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.7366017,-45.94603875,-44.85,0.05943705,0.809
4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,5,11,-90.69343679,-45.9310763,-44.85,0.08763951,1.192
4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71457143,-45.93473534,-44.85,0.07016391,0.955
4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.7144273,-45.94086024,-44.85,0.07643294,1.040
4,11,4,11,4,11,5,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.73449119,-45.94214964,-44.85,0.05765845,0.784
4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,-90.69452748,-45.92495499,-44.85,0.08042751,1.094
4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.73761156,-45.94701193,-44.85,0.05940037,0.808
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,5,11,-90.71577851,-45.94166541,-44.85,0.0758869,1.032
4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,5,11,-90.6864797,-45.90002447,-44.85,0.06354477,0.865
4,11,5,11,4,11,5,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.7399087,-45.94667145,-44.85,0.05676275,0.772
5,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73498772,-45.94458275,-44.85,0.05959503,0.811
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.70925048,-45.93218411,-44.85,0.07293363,0.992
4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,5,11,4,11,5,11,4,11,-90.69859467,-45.92936476,-44.85,0.08077009,1.099
5,11,4,11,5,11,4,11,5,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73767189,-45.9470156,-44.85,0.05934371,0.807
5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,-90.71516231,-45.93296022,-44.85,0.06779791,0.922
4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,-90.71210401,-45.92997489,-44.85,0.06787088,0.923
4,11,5,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.74037586,-45.94913974,-44.85,0.05876388,0.800
5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71278537,-45.93083915,-44.85,0.06805378,0.926
4,11,4,11,5,11,4,11,4,11,4,11,5,11,5,11,4,11,5,11,4,11,5,11,4,11,-90.69304597,-45.91941957,-44.85,0.0763736,1.039
4,11,5,11,4,11,5,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.74077685,-45.94839164,-44.85,0.05761479,0.784
4,11,4,11,5,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,-90.72408974,-45.94178666,-44.85,0.06769692,0.921
5,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,5,11,4,11,-90.72442,-45.95432586,-44.85,0.07990586,1.087
4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71064277,-45.93022081,-44.85,0.06957804,0.947
4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71265553,-45.93251436,-44.85,0.06985883,0.950
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,5,11,4,11,4,11,-90.69236019,-45.93067901,-44.85,0.08831882,1.202
4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.73593307,-45.94563385,-44.85,0.05970078,0.812
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,-90.71450178,-45.94076111,-44.85,0.07625933,1.038
4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71211449,-45.92842403,-44.85,0.06630954,0.902
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,-90.6925657,-45.92231897,-44.85,0.07975327,1.085
5,11,5,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.74143547,-45.95123326,-44.85,0.05979779,0.814
5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,-90.69829263,-45.92572784,-44.85,0.07743521,1.054
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,5,11,-90.6731018,-45.9193964,-44.85,0.0962946,1.310
4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.70939404,-45.93667416,-44.85,0.07728012,1.051
4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71597296,-45.94007239,-44.85,0.07409943,1.008
4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.71662586,-45.94287823,-44.85,0.07625237,1.037
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71045202,-45.92703717,-44.85,0.06658515,0.906
4,11,5,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71969595,-45.93521151,-44.85,0.06551556,0.891
4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.72007162,-45.9370752,-44.85,0.06700358,0.912
4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,5,11,5,11,4,11,5,11,-90.65679204,-45.88609992,-44.85,0.07930788,1.079
4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,5,11,-90.68721611,-45.90063368,-44.85,0.06341757,0.863
4,11,5,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.72055522,-45.94609023,-44.85,0.07553501,1.028
4,11,4,11,4,11,4,11,5,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,5,11,-90.71784926,-45.94031829,-44.85,0.07246903,0.986
4,11,5,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.7409501,-45.94920776,-44.85,0.05825766,0.793
4,11,5,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71642416,-45.9390736,-44.85,0.07264944,0.988
4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,-90.71160586,-45.92748189,-44.85,0.06587603,0.896
4,11,4,11,4,11,5,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73454801,-45.94215879,-44.85,0.05761078,0.784
4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71160356,-45.9274949,-44.85,0.06589134,0.896
5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72997662,-45.94025772,-44.85,0.0602811,0.820
4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.71092686,-45.93130895,-44.85,0.07038209,0.958
4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.71069815,-45.93022623,-44.85,0.06952808,0.946
4,11,4,11,5,11,4,11,5,11,4,11,5,11,4,11,5,11,4,11,5,11,4,11,4,11,-90.71750728,-45.93794525,-44.85,0.07043797,0.958
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,-90.71250255,-45.93202613,-44.85,0.06952358,0.946
5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71370351,-45.93468207,-44.85,0.07097856,0.966
5,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.71792276,-45.93849191,-44.85,0.07056915,0.960
4,11,4,11,4,11,4,11,5,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.73896936,-45.94738984,-44.85,0.05842048,0.795
4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.72164481,-45.93842225,-44.85,0.06677744,0.909
5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,5,11,-90.69481605,-45.92995781,-44.85,0.08514176,1.158
5,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73721488,-45.94639268,-44.85,0.0591778,0.805
5,11,5,11,4,11,5,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,-90.72162689,-45.94379802,-44.85,0.07217113,0.982
4,11,4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.71579787,-45.94170651,-44.85,0.07590864,1.033
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,-90.71087904,-45.9313106,-44.85,0.07043156,0.958
5,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.73898539,-45.94813341,-44.85,0.05914802,0.805
5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,-90.69401362,-45.91289293,-44.85,0.06887931,0.937
4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71758672,-45.93337738,-44.85,0.06579066,0.895
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,-90.71451193,-45.93209523,-44.85,0.0675833,0.920
4,11,4,11,4,11,5,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.73483467,-45.9451815,-44.85,0.06034683,0.821
4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,-90.71605088,-45.93763145,-44.85,0.07158057,0.974
4,11,5,11,5,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,-90.72285352,-45.97330435,-44.85,0.10045083,1.367
4,11,4,11,4,11,4,11,5,11,5,11,5,11,4,11,4,11,5,11,5,11,4,11,4,11,-90.70078928,-45.95389761,-44.85,0.10310833,1.403
4,11,4,11,4,11,5,11,4,11,5,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,-90.71686304,-45.93456052,-44.85,0.06769748,0.921
4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,-90.68961204,-45.90151164,-44.85,0.0618996,0.842
5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71332424,-45.93141194,-44.85,0.0680877,0.926
5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.73158216,-45.94194944,-44.85,0.06036728,0.821
4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.73457833,-45.9453511,-44.85,0.06077277,0.827
5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.7128026,-45.93082705,-44.85,0.06802445,0.926
4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71675532,-45.93611036,-44.85,0.06935504,0.944
4,11,5,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.71942987,-45.93395109,-44.85,0.06452122,0.878
4,11,4,11,4,11,4,11,5,11,4,11,5,11,5,11,4,11,5,11,4,11,4,11,4,11,-90.72052896,-45.93867426,-44.85,0.0681453,0.927
4,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,5,11,4,11,4,11,5,11,4,11,-90.71641253,-45.93313464,-44.85,0.06672211,0.908
5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,5,11,4,11,5,11,-90.68759631,-45.8959064,-44.85,0.05831009,0.793
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,5,11,-90.69438028,-45.92228134,-44.85,0.07790106,1.060
4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73164195,-45.93982078,-44.85,0.05817883,0.792
4,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71364577,-45.931324,-44.85,0.06767823,0.921
5,11,5,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,-90.72391327,-45.94040877,-44.85,0.0664955,0.905
5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,4,11,-90.71242917,-45.92974374,-44.85,0.06731457,0.916
5,11,5,11,5,11,5,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,-90.72909017,-45.95641899,-44.85,0.07732882,1.052
4,11,4,11,4,11,5,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,-90.7389621,-45.9473918,-44.85,0.0584297,0.795
4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,-90.73249443,-45.94047452,-44.85,0.05798009,0.789
